,news_title,section
43009,"Réchauffement climatique : les arbres pourraient réduire d'un tiers la mortalité liée aux canicules urbaines, selon une étude",['meteo' 'climat']
0,"L'Anses lance la procédure de retrait du marché du S-métolachlore, l'un des pesticides les plus utilisés en France",['monde' 'environnement' 'pesticides']
23,Costa Rica : un pays d’énergie verte et renouvelable,['monde' 'environnement']
32,Bricolage : les outils usagés désormais recyclés,['monde' 'environnement']
199,Environnement : quand des entreprises décident de végétaliser leurs bureaux,['monde' 'environnement']
207,Pollution : les zones à faibles émissions partagent les automobilistes,['monde' 'environnement' 'crise-climatique' 'pollution-air']
213,Finlande : à la découverte des élagueurs du ciel,['monde' 'environnement']
215,"Érosion : l’adieu au Signal, symbole du réchauffement climatique",['monde' 'environnement']
267,Greenwashing : 24 sociétés épinglées sur leur manque de transparence dans la déclaration de leur bilan carbone,['monde' 'environnement' 'crise-climatique']
309,Australie : la prolifération des kangourous inquiète,['monde' 'environnement']
10,"Sécheresse : dans le Puy-de-Dôme, une commune se retrouve à sec",['meteo' 'secheresse']
20,"Environnement : dans la région de Nice, des restrictions d’eau en plein hiver",['meteo' 'secheresse']
97,VIDEO. Déraillement d'un train de produits chimiques : y a-t-il un risque de catastrophe sanitaire dans l'Ohio ?,['monde' 'environnement']
247,Météo : les agriculteurs inquiets face au manque de pluie,['meteo' 'secheresse']
267,"VIDEO. Qu’est-ce que le chacal doré, cette nouvelle espèce sauvage arrivée en France ?",['monde' 'environnement' 'biodiversite']
16,Énergie : ces communes qui font le pari des centrales photovoltaïques flottantes,['meteo' 'climat']
48,Le Parlement adopte définitivement le projet de loi d'accélération des énergies renouvelables,['monde' 'environnement' 'crise-climatique']
91,Littoral : les côtes de l'île Maurice face à l'érosion,['monde' 'environnement']
220,"EN IMAGES. Chili : en pleine canicule, des incendies spectaculaires ravagent le centre du pays",['monde' 'environnement' 'crise-climatique']
34,"EN IMAGES. Lacs à sec, premiers incendies... Les effets impressionnants d'une sécheresse hivernale inédite en France",['meteo' 'secheresse']
42,VIDEO. Sécheresse : le niveau du lac de Garde en Italie inquiète,['meteo' 'secheresse']
77,"Réchauffement climatique : la fonte des calottes glaciaires risque entraîner une hausse du niveau des océans entre 50 cm et 1,40 m, selon de nouvelles estimations",['monde' 'environnement' 'crise-climatique']
95,Une station autrichienne se met au vert avec un domaine skiable plus respectueux de l'environnement,['monde' 'environnement']
128,Lot : un projet de parc photovoltaïque divise les habitants,['monde' 'environnement']
181,"Sécheresse : ""C'est une bombe à retardement si les nappes phréatiques ne sont pas rechargées d'ici le mois d'avril"", alerte un agroclimatologue",['meteo' 'secheresse']
199,Climat : des scientifiques listent les cercles vicieux qui permettent au réchauffement de s'auto-alimenter,['monde' 'environnement' 'crise-climatique']
200,Climat : une étude du CNRS confirme que le réchauffement climatique est directement responsable de la sécheresse,['monde' 'environnement' 'crise-climatique']
215,"Environnement : dans la région de Nice, des restrictions d'eau en plein hiver",['monde' 'environnement']
217,États-Unis : vive inquiétude après le déraillement d'un train rempli de produits chimiques,['monde' 'environnement' 'crise-climatique' 'pollution-air']
38,"Les autoroutiers devront contribuer financièrement à la transition écologique, assure le ministre des Transports Clément Beaune",['monde' 'environnement' 'crise-climatique']
43,"""L'empreinte Carbon(n)e"".  ""L’idée n'est pas monter des digues de 10 mètres, mais d’éveiller les consciences"", expliquent ces Normands face à la montée des eaux",['monde' 'environnement' 'crise-climatique']
98,Nucléaire : pourquoi la conception des réacteurs EPR continue-t-elle de faire débat ?,['societe' 'nucleaire']
105,Épargne : le livret A pourrait servir à financer le nucléaire,['societe' 'nucleaire']
135,#OnVousRépond. Posez-nous vos questions sur le changement climatique et ses effets sur notre quotidien,['meteo' 'climat']
150,Manque de neige et flambée des prix de l'énergie dans les stations : est-ce qu'on pourra encore skier en 2050 ?,['monde' 'environnement']
160,"ENQUÊTE FRANCEINFO. A La Chaîne météo, un prévisionniste climatosceptique et une direction accusée de ""laisser faire""",['monde' 'environnement' 'crise-climatique']
185,Épargne : le livret A va-t-il permettre de financer le nucléaire ?,['societe' 'nucleaire']
186,"Sécheresse : les indemnisations, un parcours du combattant ?",['meteo' 'secheresse']
188,Sécheresse : vers une meilleure indemnisation des propriétaires,['meteo' 'secheresse']
194,"Réchauffement climatique : dans le Languedoc, la Tramontane s’essouffle",['monde' 'environnement']
197,Nucléaire : le secteur pourrait-il être financé par le livret A ?,['societe' 'nucleaire']
209,Pollution de l'air : plusieurs départements annoncent des mesures de restriction,['monde' 'environnement' 'crise-climatique' 'pollution-air']
226,"""On est encore loin d'une pêche 100% durable"" : l'Institut de la mer dresse son rapport annuel sur la pêche en France",['monde' 'environnement']
234,Pollution de l'air : le palmarès des grandes villes les moins polluées aux particules fines,['monde' 'environnement' 'crise-climatique' 'pollution-air']
43,"EN IMAGES. Chili : en pleine canicule, des incendies spectaculaires ravagent le centre du pays",['monde' 'environnement' 'crise-climatique']
237,L'optimisme est-il le meilleur moyen de combattre la crise climatique ?,['monde' 'environnement' 'crise-climatique']
43258,"Érosion côtière : les communes du littoral n'ont pas à ""payer seules les conséquences du changement climatique"", lance l'association des maires du littoral",['monde' 'environnement' 'crise-climatique']
43273,"Nucléaire : Emmanuel Macron peaufine son image de ""refondateur"" de la filière française",['societe' 'nucleaire']
43279,Brésil : le porte-avions Foch va être coulé au large de l’Atlantique,['monde' 'environnement']
43323,Journée mondiale sans paille : quelles alternatives au plastique à usage unique ?,['monde' 'environnement']
43324,Réchauffement climatique : quand la mer grignote le littoral,['monde' 'environnement']
43342,"Sabordage de l'ancien porte-avions ""Foch"" : quelles règles s’appliquent pour le démantèlement de navires ?",['monde' 'environnement']
43374,"Érosion côtière : il faut qu'un ""fonds dédié et pérenne"" soit mis ""en place le plus rapidement possible"", plaide le député Renaissance de la Vendée Stéphane Buchou",['monde' 'environnement' 'crise-climatique']
43397,"Brésil : les autorités veulent couler le porte-avions Foch, ex fleuron de la marine française",['monde' 'environnement']
43406,Environnement : 370 dauphins échoués depuis le début de l’année 2023,['monde' 'environnement' 'biodiversite']
43417,Érosion : l’inquiétude des communes du littoral,['monde' 'environnement' 'crise-climatique']
17,Épargne : le livret A va-t-il permettre de financer le nucléaire ?,['societe' 'nucleaire']
18,"Sécheresse : les indemnisations, un parcours du combattant ?",['meteo' 'secheresse']
20,Sécheresse : vers une meilleure indemnisation des propriétaires,['meteo' 'secheresse']
26,"Réchauffement climatique : dans le Languedoc, la Tramontane s’essouffle",['monde' 'environnement']
29,Nucléaire : le secteur pourrait-il être financé par le livret A ?,['societe' 'nucleaire']
44,Pollution de l'air : plusieurs départements annoncent des mesures de restriction,['monde' 'environnement' 'crise-climatique' 'pollution-air']
62,"""On est encore loin d'une pêche 100% durable"" : l'Institut de la mer dresse son rapport annuel sur la pêche en France",['monde' 'environnement']
70,Pollution de l'air : le palmarès des grandes villes les moins polluées aux particules fines,['monde' 'environnement' 'crise-climatique' 'pollution-air']
201,Côte d'Azur : la cochenille-tortue menace les pins du Var,['monde' 'environnement']
211,L'étendue de la banquise en Antarctique est à son plus bas jamais enregistré pour un mois de janvier,['monde' 'environnement' 'crise-climatique']
219,Vaisselle réutilisable : le gouvernement menace les mauvais élèves de la restauration rapide,['monde' 'environnement']
288,"TRIBUNE. ""TotalEnergies est très loin de prendre en compte les conclusions du Giec"" : des scientifiques dénoncent l'instrumentalisation de leurs rapports par le géant pétrolier",['monde' 'environnement' 'crise-climatique']
327,"Interdiction des néonicotinoïdes : ""Ce serait une folie de continuer d'en utiliser"", assure Générations Futures",['sante' 'environnement-et-sante']
80,L'optimisme est-il le meilleur moyen de combattre la crise climatique ?,['monde' 'environnement' 'crise-climatique']
135,Climat : un vent polaire s’abat sur le Canada et les États-Unis,['meteo' 'climat']
173,"Ardèche : à Largentière, un espace terrasse gratuit pour les habitants souhaitant préserver la biodiversité",['monde' 'environnement' 'biodiversite']
186,Climat : une vague de froid polaire paralyse le Canada et le nord-est des États-Unis,['meteo' 'climat']
221,"Gironde : la destruction du Signal, à Soulac-sur-Mer, symbole de l'érosion du littoral",['monde' 'environnement' 'crise-climatique']
17,Environnement : quand des entreprises décident de végétaliser leurs bureaux,['monde' 'environnement']
25,Pollution : les zones à faibles émissions partagent les automobilistes,['monde' 'environnement' 'crise-climatique' 'pollution-air']
33,Finlande : à la découverte des élagueurs du ciel,['monde' 'environnement']
35,"Érosion : l’adieu au Signal, symbole du réchauffement climatique",['monde' 'environnement']
89,Greenwashing : 24 sociétés épinglées sur leur manque de transparence dans la déclaration de leur bilan carbone,['monde' 'environnement' 'crise-climatique']
138,Australie : la prolifération des kangourous inquiète,['monde' 'environnement']
39694,Énergie solaire : des parkings bientôt couverts par des panneaux photovoltaïques,['monde' 'environnement']
39696,Environnement : le trou dans la couche d'ozone se résorbe peu à peu,['monde' 'environnement']
41511,"La France renonce aux néonicotinoïdes, insecticides utilisés pour les semences de betterave, déclare le ministre de l'Agriculture",['monde' 'environnement' 'pesticides']
41514,Environnement : un projet pour piéger le CO2 sous la mer est lancé,['monde' 'environnement']
41606,"Antarctique : un immense iceberg, grand comme 15 fois la taille de Paris, s'est détaché de la banquise",['monde' 'environnement']
41627,"VIDEO. ""Planet killers"" : la traque des spécialistes de la fraude à la taxe carbone au cœur d'une série documentaire sur les criminels environnementaux",['monde' 'environnement' 'crise-climatique' 'empreinte-carbone']
41839,"VIDEO. Nucléaire : ""La souveraineté énergétique, c'est un peu une illusion""",['societe' 'nucleaire']
41866,Sécheresse : le ministre de la Transition écologique annonce une série de mesures pour réduire la consommation d'eau des Français,['meteo' 'secheresse']
41888,"Plan anti-sécheresse : ""On est dans un hiver normal avec des sols normalement réalimentés"", explique un hydrologue de l'Inrae",['meteo' 'secheresse']
41912,Biodiversité : trois questions sur l'étude participative qui alerte sur le déclin des oiseaux des jardins depuis 10 ans,['monde' 'environnement' 'biodiversite']
41926,"REPORTAGE. A Noirmoutier, on utilise l’eau des stations d’épuration pour l’agriculture : ""Sur l’île, il n’y a pas de nappes phréatiques d’eau potable""",['monde' 'environnement']
41944,"VIDEO. Boues rouges : après leur action choc en 2019, ils ont obtenu gain de cause",['monde' 'environnement' 'boues-rouges-dans-les-calanques']
41991,"Biodiversité : traquées par les touristes au Sri-Lanka, les baleines bleues prennent le large",['monde' 'environnement' 'biodiversite']
41997,"Plan anti-sécheresse : la réutilisation des eaux usées est une ""solution d'avenir"" sur laquelle la France ""est vraiment en retard"", regrette une spécialiste",['meteo' 'secheresse']
40602,"""Qui aurait pu prédire la crise climatique ?"" : Emmanuel Macron répond aux critiques dans une vidéo et dénonce ""beaucoup de mauvaise foi""",['monde' 'environnement' 'crise-climatique']
40621,Allemagne : la militante écologiste Greta Thunberg interpellée après une manifestation contre une mine de charbon à Lützerath,['meteo' 'climat']
40678,Nord : le hêtre pleureur de Cassel est désigné plus bel arbre de France,['monde' 'environnement']
40683,Changement climatique : des solutions pour limiter les rejets de méthane des vaches,['monde' 'environnement' 'crise-climatique']
40696,Environnement : les règles du tri sélectif ont changé depuis début 2023,['monde' 'environnement']
40714,Accélération du nucléaire : pourquoi ce projet de loi passe en première lecture au Sénat et non à l'Assemblée,['societe' 'nucleaire']
39285,Environnement : des ONG assignent Danone en justice pour pollution au plastique,['monde' 'environnement' 'crise-climatique']
39290,Environnement : trop de plastique pour les tortues de La Réunion,['monde' 'environnement']
39322,Le Pakistan a obtenu plus de 9 milliards de dollars de promesses d'aides pour se reconstruire après les inondations de l'été 2022,['monde' 'environnement' 'crise-climatique']
39392,"Environnement : la couche d'ozone ""en bonne voie"" pour se reconstituer en quatre décennies, selon un rapport scientifique de l'ONU",['monde' 'environnement']
42491,Sécheresse : les habitants de maisons fissurées veulent être indemnisés,['meteo' 'secheresse']
42506,"VRAI OU FAKE. ""The Last of Us"" : un champignon tueur pourrait-il un jour transformer un être humain en zombie comme dans la série ?",['sante' 'environnement-et-sante']
42533,Dauphins échoués : 15 députés demandent au gouvernement une suspension hivernale des techniques de pêche non sélectives,['monde' 'environnement' 'biodiversite']
42559,Environnement : les bouteilles en plastique seront-elles bientôt consignées ?,['monde' 'environnement']
42575,Biodiversité : les oiseaux sont-ils en danger ?,['monde' 'environnement' 'biodiversite']
42608,Sécheresse : des habitants de maisons fissurées se battent pour être reconnus en état de catastrophe naturelle,['meteo' 'secheresse']
38303,Météo : pourquoi connaît-on des températures aussi douces en janvier ?,['meteo' 'climat']
38309,Recyclage : les sapins de Noël servent à nourrir des chèvres,['monde' 'environnement']
38003,Climat : la Saint-Sylvestre la plus chaude jamais enregistrée ?,['meteo' 'climat']
38094,Royaume-Uni : l'organisation écologiste britannique Extinction Rebellion suspend ses opérations coups de poing,['monde' 'environnement' 'crise-climatique']
37909,"Réchauffement climatique : 2022, une année de records de températures en France",['meteo' 'climat']
37914,Climat : des températures record pour la saint-Sylvestre,['meteo' 'climat']
37964,"Émission de CO2 : ""L'Affaire du siècle"" va saisir la justice pour obtenir des pénalités financières contre l'État parce que ""le compte n'y est toujours pas""",['monde' 'environnement' 'crise-climatique']
39402,"Solaire, éolien en mer, délais des procédures... Ce que contient le projet de loi sur les énergies renouvelables",['monde' 'environnement' 'crise-climatique']
39419,Crise climatique : les huit dernières années ont été les plus chaudes jamais enregistrées dans le monde,['monde' 'environnement' 'crise-climatique']
39422,"Climat : ""Tout est sur les rails pour que la couche d'ozone se reconstitue"", salue une scientifique",['monde' 'environnement' 'crise-climatique']
39434,"En 2022, les catastrophes naturelles et climatiques ont fait quelque 11 000 morts et causé 270 milliards de dollars de pertes",['monde' 'environnement' 'crise-climatique']
39458,Climat : les températures printanières dérèglent la vie des cultures,['meteo' 'climat']
39476,Environnement : Danone assigné en justice par des ONG pour son usage du plastique,['monde' 'environnement']
39498,"Climat : la reconstitution de la couche d'ozone est ""une bonne nouvelle qui montre qu'on peut y arriver"", selon un climatologue",['monde' 'environnement']
40441,Biodiversité : le hérisson en danger,['monde' 'environnement' 'biodiversite']
40480,"Après la découverte de dauphins échoués, l'ONG Sea Shepherd France porte plainte",['monde' 'environnement' 'biodiversite']
40503,Climat : le manque de neige dans les stations de ski inquiète,['meteo' 'climat']
40541,"BINGO. Promesses, croissance et ""neutralité carbone""... Comment les élites vont-elles parler du climat au Forum de Davos ?",['monde' 'environnement' 'crise-climatique']
40778,Santé : pourquoi les femmes sont-elles plus sensibles au froid que les hommes ?,['sante' 'environnement-et-sante']
40840,"Climat : pour l'ONU, le ""grand mensonge"" des pétroliers doit être puni comme pour le tabac",['monde' 'environnement' 'crise-climatique']
40843,VIDEO. Sara Stahl se bat contre l’extinction des hérissons,['monde' 'environnement' 'biodiversite']
40905,Laine de roche: l'usine de la discorde,['monde' 'environnement' 'crise-climatique' 'pollution-air']
42004,Réchauffement climatique : la Tramontane souffle moins dans le Roussillon,['monde' 'environnement' 'crise-climatique']
42022,Biodiversité : la LPO organise son opération annuelle de comptage des oiseaux,['monde' 'environnement' 'biodiversite']
42100,"Le coût des catastrophes naturelles en France en 2022 évalué à 10 milliards d'euros par France Assureurs, un record depuis 1999",['meteo' 'climat']
42125,"Greenwashing : TotalEnergies visée par une enquête pour ""pratiques commerciales trompeuses""",['monde' 'environnement']
42413,Sarthe : la truffe gagne du terrain,['monde' 'environnement' 'crise-climatique']
42438,"Climat : pour Emmanuel Macron, la France doit ""doubler"" son "" taux d'effort"" pour réduire ses émissions de CO2 d'ici à 2030",['meteo' 'climat']
40115,Climat : le niveau des nappes phréatiques inquiète le bureau des recherches géologiques et minières,['monde' 'environnement']
40121,Environnement : ExxonMobil a-t-il menti et ignoré le réchauffement climatique ?,['monde' 'environnement']
40125,"Sécheresse : ""On bat des records de débits extrêmement bas"" pour la Garonne, affirme le directeur général de l’agence de l’eau Adour-Garonne",['meteo' 'secheresse']
40126,Climat : le président émirati de la COP28 appelle à réduire les émissions de CO2... sans renoncer au pétrole,['meteo' 'climat']
40128,"Allemagne : des incidents éclatent entre policiers et manifestants anticharbon à Lützerath, où s'est rendue Greta Thunberg",['monde' 'environnement' 'crise-climatique']
40172,"Climat : les habitants de Mouthe, dans le Doubs, regrettent les hivers d'antan",['meteo' 'climat']
40182,"Un jour en France : nappes phréatiques, hiver à Mouthe et coquilles Saint-Jacques… l'actualité du samedi 14 janvier",['meteo' 'climat']
40185,"Sécheresse : inquiétude concernant les nappes phréatiques françaises, presque à sec",['meteo' 'secheresse']
40228,"Sécheresse : il faudrait ""un à deux mois de pluie pour passer l'été"", analyse un professeur d'hydrogéologie",['monde' 'environnement']
40232,"Hiver raccourci, été ""envahissant""… Comment le réchauffement climatique bouscule durablement le cycle des saisons",['monde' 'environnement' 'crise-climatique']
40233,"Sécheresse : les nappes phréatiques se trouvent à des niveaux ""préoccupants"" dans une grande partie de la France",['meteo' 'secheresse']
38198,"Zones à faibles émissions : ""C'est une première marche"", estime le vice-président de la Métropole de Lyon",['monde' 'environnement' 'crise-climatique' 'pollution-air']
38204,Fast-food : les emballages jetables sont désormais interdits,['monde' 'environnement']
38223,"""Qui aurait pu prédire la crise climatique ?"" : la petite phrase d'Emmanuel Macron agace les scientifiques",['monde' 'environnement' 'crise-climatique']
38264,"Météo : 2023 commence par une nouvelle période de douceur, plusieurs records battus le 1er janvier",['meteo' 'climat']
41119,Charbon en Allemagne : faut-il abandonner les énergies fossiles ?,['monde' 'environnement']
41131,Biodiversité : une nouvelle colonie de manchots empereurs découverte en Antarctique,['monde' 'environnement' 'biodiversite']
41165,"Pollution lumineuse : ""elle ne diminue pas"" et a un véritable ""impact sur les espèces"", alerte une association de protection de l'environnement",['monde' 'environnement' 'biodiversite']
42615,REPORTAGE. Recyclage : ces solutions locales pour inciter à la consigne des bouteilles en plastique en s'inspirant de la filière du verre,['monde' 'environnement']
42631,Bhoutan : un pays exemplaire en matière d’écologie,['monde' 'environnement']
42698,Environnement : les bouteilles en plastique pourraient bientôt être consignées,['monde' 'environnement']
42700,Tahiti : de l’eau de mer alimente la climatisation d’un hôpital,['monde' 'environnement']
42723,"Mise en place éventuelle d'une consigne pour les bouteilles en plastique : ""Les Français vont payer deux fois"", déplore l'association Amorce",['monde' 'environnement']
42752,"Réchauffement climatique : la stratégie d'adaptation de la France doit aussi prendre en compte un scénario ""pessimiste"" à +4°C, plaide Christophe Béchu",['monde' 'environnement' 'crise-climatique']
38666,"Climat : on vous explique la ""vague de chaleur hivernale"" qui frappe l'Europe et fait souffrir les écosystèmes",['monde' 'environnement' 'crise-climatique']
38695,Pesticides tueurs d'abeilles : le ministre de la Transition écologique laisse entendre qu'une nouvelle dérogation va être accordée aux betteraviers,['monde' 'environnement' 'pesticides']
38724,"Inondations au Pakistan : plus de 16 milliards de dollars sont nécessaires pour reconstruire, selon l'ONU",['meteo' 'climat']
38731,Crise climatique : la moitié des glaciers du monde condamnés à disparaître,['monde' 'environnement' 'crise-climatique']
38748,Camargue : la vie des flamants à l’heure d’hiver,['monde' 'environnement']
38773,Ils recyclent du plastique façon barbe à papa,['monde' 'environnement']
38784,Environnement : un pressing sur huit utilise encore en Île-de-France un produit pourtant interdit depuis un an,['sante' 'environnement-et-sante']
38827,"Concours : chênes, cèdres, noyers, lequel sera élu plus bel arbre de France 2023 ?",['monde' 'environnement']
39960,Climat : les conséquences du redoux sur la production de fruits et légumes,['meteo' 'climat']
40044,Les chercheurs lancent un vaste programme pour tenter de décrypter le génome de 4 500 espèces marines,['monde' 'environnement' 'biodiversite']
40075,"COP28 : Ahmed al-Jaber, PNG d'un groupe pétrolier, assurera la présidence du sommet pour le climat",['monde' 'environnement' 'crise-climatique']
40105,REPLAY - Climat : faut-il désobéir pour agir ? Le débat du Talk franceinfo,['monde' 'environnement' 'crise-climatique']
42241,"Les collectivités locales ne peuvent s'adapter au réchauffement climatique qu'avec le soutien de l'Etat, pointent deux rapports",['monde' 'environnement' 'crise-climatique']
42251,Pollution aux microbilles plastiques sur les plages : le parquet de Brest va ouvrir une enquête,['monde' 'environnement']
42265,VIDEO. Les oiseaux squattent de plus en plus nos jardins en hiver et ce n'est pas forcément une bonne nouvelle,['monde' 'environnement']
42282,"Greenwashing : ""Il faut sonner la fin de la récréation"", affirme l’association Wild Legal qui a porté plainte contre TotalEnergies",['monde' 'environnement']
42297,Biodiversité : une barge rousse réalise un vol record de 13 560 km entre l'Alaska et la Tasmanie,['monde' 'environnement' 'biodiversite']
42310,"Réacteurs nucléaires : ""Il faut préparer la relève"", affirme Agnès Pannier-Runacher",['societe' 'nucleaire']
42320,"Ce que l'on sait de l'enquête pour ""pratiques commerciales trompeuses"" qui vise TotalEnergies",['monde' 'environnement']
42336,"""L'empreinte Carbon(n)e"". Réchauffement climatique : quelles solutions face à la sécheresse et le manque de neige en montagne ?",['monde' 'environnement' 'crise-climatique']
42347,"Pétrole ""faible en émission"", charbon ""neutre"" et gaz ""propre""... Que cachent les promesses vertes des géants de l'or noir ?",['monde' 'environnement' 'crise-climatique']
42349,"Environnement : un tiers de la forêt amazonienne ""dégradée"" par l'activité humaine et la sécheresse",['monde' 'environnement']
39017,Climat : l’hiver particulièrement doux bouleverse le calendrier des agriculteurs,['monde' 'environnement' 'crise-climatique']
39055,Climat : la nature désorientée par la météo,['monde' 'environnement' 'crise-climatique']
39122,Réchauffement climatique : 2022 a été l'année la plus chaude jamais enregistrée dans l'Hexagone,['monde' 'environnement' 'crise-climatique']
39125,Réchauffement climatique : la moitié des glaciers devraient disparaître d'ici la fin du siècle,['monde' 'environnement' 'crise-climatique']
40308,"Réchauffement climatique : les Alpes ont perdu 36 jours de couverture du manteau neigeux, selon une étude",['monde' 'environnement' 'crise-climatique']
40319,"Météo : 22 départements en vigilance orange, alerte aux vents violents",['meteo' 'climat']
40335,Sécheresse : les nappes phréatiques françaises peinent à se recharger,['meteo' 'secheresse']
40353,Environnement : ExxonMobil savait dès les années 1970 que ses activités étaient nocives,['meteo' 'climat']
41338,Pollution : une marée de billes en plastique sur le littoral,['monde' 'environnement']
41437,Trois questions sur la pollution aux billes de plastique qui souille les plages du littoral français,['monde' 'environnement']
41457,"INFOGRAPHIES. Extension, production, émissions...  Plongée dans l'immense mine de charbon qui a rasé le hameau allemand de Lützerath",['monde' 'environnement' 'crise-climatique']
39773,Eurozapping : des centaines de policiers mobilisés pour déloger des militants écologistes en Allemagne,['monde' 'environnement' 'crise-climatique']
39803,Climat : la COP28 sera présidée par le PDG de la compagnie pétrolière des Emirats arabes unis,['monde' 'environnement' 'crise-climatique']
39809,"Une pollution aux perfluorés quasiment généralisée en France dans les eaux de surface, selon Générations Futures",['monde' 'environnement']
39874,"ExxonMobil disposait de prédictions exactes sur le réchauffement climatique il y a 40 ans, selon une nouvelle étude",['meteo' 'climat']
39906,"Environnement : la présence de ""polluants éternels"" dans l'eau ""probablement sous-estimée"", selon l'ONG Générations futures",['monde' 'environnement']
39915,VIDEO. Crise climatique : Jean-Luc Mélenchon refuse l'idée d'arrêter d'avoir des enfants pour préserver la planète,['meteo' 'climat']
39930,"Écologie : dans une école du Val-d'Oise, les élèves invités à recycler leurs jouets",['monde' 'environnement' 'crise-climatique']
41230,Météo : l'hiver s'installe en France,['meteo' 'climat']
41236,Pollution : une marée blanche déferle sur les côtes atlantiques,['monde' 'environnement']
41243,Environnement : le littoral atlantique pollué par des billes en plastique,['monde' 'environnement']
41248,Nature : le mimosa illumine l’hiver,['monde' 'environnement']
41255,"Pollution plastique sur les plages : ""C'est un vrai fléau provoqué par l'industrie"", dénonce l'ONG Surfrider",['monde' 'environnement']
41258,Monaco : la saison de la cueillette des oranges amères,['monde' 'environnement']
41268,"Pollution plastique sur les plages : ""Il faut que les délinquants soient recherchés et condamnés"", réclame le maire des Sables-d'Olonne",['monde' 'environnement' 'biodiversite']
41294,"Climat : une grande partie des crédits carbone liés à la forêt tropicale ""ne valent rien"", selon des médias",['monde' 'environnement' 'crise-climatique']
40926,Lutte contre le réchauffement climatique : et si la solution était le chanvre ?,['monde' 'environnement' 'crise-climatique']
40982,Climat : des Français passent quarante jours dans une forêt tropicale pour la science,['monde' 'environnement' 'crise-climatique']
38864,Climat : on vous explique pourquoi la nouvelle étude sur la disparition des glaciers est inquiétante (même si tout n'est pas perdu),['monde' 'environnement' 'crise-climatique']
38887,Bonne résolution pour 2023 : comment calculer et réduire son empreinte carbone ?,['monde' 'environnement' 'crise-climatique' 'empreinte-carbone']
38900,"""On se sent seul"" : la difficile mise en place des zones à faibles émissions à Strasbourg",['monde' 'environnement' 'crise-climatique' 'pollution-air']
38917,Réchauffement climatique : au moins la moitié des glaciers disparaîtra d’ici 2100,['meteo' 'climat']
38927,"Paris : des militants du collectif écologiste ""Dernière rénovation"" devront payer une amende après avoir aspergé de peinture l'hôtel de Matignon",['meteo' 'climat']
39226,"Plan de chasse du gouvernement : ""C'est une chasse d'avenir que de prendre en compte la société qui bouge"", plaide Allain Bougrain-Dubourg",['monde' 'environnement' 'biodiversite']
38486,INFO FRANCEINFO. Pesticides tueurs d'abeilles : vers la prolongation pour une troisième année de leur usage pour la culture des betteraves,['monde' 'environnement' 'pesticides']
38490,"Face au manque d'eau, des chercheurs américains proposent de capter la vapeur émise par les océans",['monde' 'environnement' 'crise-climatique']
38525,"Dérogation sur les néonicotinoïdes : ""On a tout ce qu'il faut pour faire différemment"", assure Jean-Marc Bonmatin, chercheur au CNRS",['monde' 'environnement' 'biodiversite']
38553,Paris : deux militants écologistes interpellés après avoir aspergé de peinture la façade de Matignon,['monde' 'environnement' 'crise-climatique']
38600,Environnement : le vélo gagne du terrain à la campagne,['monde' 'environnement']
38623,"Insecticide tueur d'abeilles : l'Inrae travaille sur la ""conversion des variétés"" de betteraves ""pour les rendre et productives et résistantes""",['monde' 'environnement' 'pesticides']
41636,Réchauffement climatique : les éléphants d'Afrique contribuent indirectement à capturer du gaz à effet de serre,['monde' 'environnement']
41640,"Biodiversité : ""Comptez les oiseaux !"", la LPO appelle à participer à son programme de science participative",['monde' 'environnement' 'biodiversite']
41703,Environnement : la tramontane perd son souffle à cause du changement climatique,['monde' 'environnement' 'crise-climatique']
41730,Environnement : la France ne devrait pas atteindre ses objectifs en matière d'énergie éolienne et solaire d'ici fin 2023,['monde' 'environnement']
41742,Néonicotinoïdes : comment le gouvernement se retrouve à devoir faire marche arrière,['monde' 'environnement' 'pesticides']
41750,REPLAY - Faut-il relancer le nucléaire en France ? Le débat du Talk franceinfo,['societe' 'nucleaire']
733,"Nucléaire: Greenpeace dénonce la poursuite ""scandaleuse"" du commerce entre la France et la Russie",['environnement']
813,Planète Locale du mercredi 30 novembre 2022 - 13 projets soutenus par le Crédit agricole,['bfm-dici' 'replay-emissions' 'planete-locale']
10341,Climat: 2022 est l'année la plus chaude jamais enregistrée au Royaume-Uni,['environnement' 'climat']
7595,"Somme, Nord, Morbihan... Des pluies verglaçantes à l'origine de dizaines d'accidents de voiture",['environnement']
7641,COP15 sur la biodiversité: ce qu'il faut savoir sur le projet d'accord présenté par la Chine,['environnement']
10163,"Climat: l'extrême douceur cette semaine en France et le ""blizzard du siècle"" aux États-Unis sont-ils liés ?",['environnement' 'climat']
5379,Planète Locale du lundi 12 décembre - Une tortue marine relâchée en mer au large de Fréjus,['var' 'replay-emissions' 'planete-locale']
5482,Planète Locale du lundi 12 décembre - Concilier paysage et photovoltaïque dans le 06,['cote-d-azur' 'replay-emissions' 'planete-locale']
5484,Planète Locale du lundi 12 décembre - Papkot révolutionne le monde de l'emballage ,['alsace' 'replay-emissions' 'planete-locale']
5485,Planète Locale du lundi 12 décembre -  100 marathons en 100 jours pour la planète,['grand-lille' 'replay-emissions' 'planete-locale']
5486,Planète Locale du lundi 12 décembre - Familles écoresponsables : quel bilan ?,['marseille' 'replay-emissions' 'planete-locale']
