keyword,high_risk_of_false_positive,category,theme,language
restauration des coraux,false,Ecosystème,biodiversite_solutions,french
restauration des forêts,false,Ecosystème,biodiversite_solutions,french
restauration des habitats,false,,biodiversite_solutions,french
restauration des milieux,false,Ecosystème,biodiversite_solutions,french
restauration des tourbières,false,Ecosystème,biodiversite_solutions,french
restauration des zones humides,false,Ecosystème,biodiversite_solutions,french
restauration des écosystèmes,false,Ecosystème,biodiversite_solutions,french
restauration du récif corallien,false,Ecosystème,biodiversite_solutions,french
restauration écologique,false,,biodiversite_solutions,french
restaurer la biodiversité,false,Ecosystème,biodiversite_solutions,french
restaurer la nature,false,Ecosystème,biodiversite_solutions,french
restaurer la qualité de l’air,false,Ecosystème,biodiversite_solutions,french
restaurer la qualité des sols,false,Ecosystème,biodiversite_solutions,french
restaurer les habitats,false,,biodiversite_solutions,french
restaurer les tourbières,false,Ecosystème,biodiversite_solutions,french
revégétalisation,false,Ecosystème,biodiversite_solutions,french
revégétaliser,false,Ecosystème,biodiversite_solutions,french
ré ensauvagement,false,,biodiversite_solutions,french
réduire la consommation d’eau,false,Eau,biodiversite_solutions,french
réduire le cheptel,false,Agriculture,biodiversite_solutions,french
réintroduction d'espèce,false,Ecosystème,biodiversite_solutions,french
réserve de biosphère,false,Ecosystème,biodiversite_solutions,french
réserve naturelle,false,Ecosystème,biodiversite_solutions,french
réserve sauvage,false,,biodiversite_solutions,french
résistant à la sécheresse,false,Ecosystème,biodiversite_solutions,french
résistante à la sécheresse,false,General,biodiversite_solutions,french
sauver des espèces,false,Ecosystème,biodiversite_solutions,french
sciences participatives,false,,biodiversite_solutions,french
semaine du développement durable,false,General,biodiversite_solutions,french
sobriété,false,General,biodiversite_solutions,french
société écologique,false,General,biodiversite_solutions,french
sol vivant,false,Ecosystème,biodiversite_solutions,french
solutions fondées sur la nature,false,General,biodiversite_solutions,french
trame verte,false,,biodiversite_solutions,french
trame verte et bleu,false,,biodiversite_solutions,french
transformation des pratiques agricoles,false,,biodiversite_solutions,french
verdir la politique agricole,false,Agriculture,biodiversite_solutions,french
vertueux pour la planète,false,General,biodiversite_solutions,french
ville écologique,false,General,biodiversite_solutions,french
végétalisation,false,Ecosystème,biodiversite_solutions,french
végétalisation des espaces urbains,false,Ecosystème,biodiversite_solutions,french
végétalisation des villes,false,Ecosystème,biodiversite_solutions,french
végétaliser,false,Ecosystème,biodiversite_solutions,french
végétalisé,false,Ecosystème,biodiversite_solutions,french
végétalisée,false,Ecosystème,biodiversite_solutions,french
zone naturelle protégée,false,Ecosystème,biodiversite_solutions,french
zone sauvage,false,,biodiversite_solutions,french
éco geste,false,General,biodiversite_solutions,french
éco organisme,false,,biodiversite_solutions,french
éco responsable,false,General,biodiversite_solutions,french
économie circulaire,false,Economie des ressources,biodiversite_solutions,french
écoresponsable,false,General,biodiversite_solutions,french
équilibre pour la faune et la flore,false,Ecosystème,biodiversite_solutions,french
éteindre l'éclairage public,false,,biodiversite_solutions,french
étiquetage unique des aliments,false,Agriculture,biodiversite_solutions,french
agriculteur bio,true,,biodiversite_solutions_indirectes,french
agriculture durable,true,Agriculture,biodiversite_solutions_indirectes,french
alternative,true,,biodiversite_solutions_indirectes,french
approche systémique,true,,biodiversite_solutions_indirectes,french
aquaculture durable,true,Agriculture,biodiversite_solutions_indirectes,french
arbre,true,,biodiversite_solutions_indirectes,french
atténuation,true,,biodiversite_solutions_indirectes,french
biochar,true,Agriculture,biodiversite_solutions_indirectes,french
compostable,true,,biodiversite_solutions_indirectes,french
déconstruire,true,General,biodiversite_solutions_indirectes,french
décroissance,true,General,biodiversite_solutions_indirectes,french
espace vert,true,Ecosystème,biodiversite_solutions_indirectes,french
gestion des milieux aquatiques,true,Ecosystème,biodiversite_solutions_indirectes,french
gestion durable des terres cultivables,true,Agriculture,biodiversite_solutions_indirectes,french
habitude durable,true,Economie des ressources,biodiversite_solutions_indirectes,french
infrastructure résiliente,true,Batiments,biodiversite_solutions_indirectes,french
jachère,true,Agriculture,biodiversite_solutions_indirectes,french
jardin,true,Ecosystème,biodiversite_solutions_indirectes,french
manger bio,true,Agriculture,biodiversite_solutions_indirectes,french
militant écologiste,true,General,biodiversite_solutions_indirectes,french
militante écologiste,true,General,biodiversite_solutions_indirectes,french
nettoyage des plages,true,Ecosystème,biodiversite_solutions_indirectes,french
norme,true,General,biodiversite_solutions_indirectes,french
parc,true,Ecosystème,biodiversite_solutions_indirectes,french
parc national,true,,biodiversite_solutions_indirectes,french
parc naturel,true,,biodiversite_solutions_indirectes,french
permaculture,true,Agriculture,biodiversite_solutions_indirectes,french
plus durable,true,General,biodiversite_solutions_indirectes,french
plus d’oxygène,true,,biodiversite_solutions_indirectes,french
polyculture élevage,true,Agriculture,biodiversite_solutions_indirectes,french
prairie,true,Ecosystème,biodiversite_solutions_indirectes,french
pratiques vertueuses,true,Agriculture,biodiversite_solutions_indirectes,french
principe de précaution,true,General,biodiversite_solutions_indirectes,french
préserver,true,General,biodiversite_solutions_indirectes,french
pêche durable,true,Agriculture,biodiversite_solutions_indirectes,french
replantation,true,Ecosystème,biodiversite_solutions_indirectes,french
replanter,true,Ecosystème,biodiversite_solutions_indirectes,french
responsable,true,General,biodiversite_solutions_indirectes,french
restreindre,true,General,biodiversite_solutions_indirectes,french
restriction,true,General,biodiversite_solutions_indirectes,french
réduction de la consommation,true,,biodiversite_solutions_indirectes,french
réduire la consommation,true,,biodiversite_solutions_indirectes,french
réduire l’élevage intensif,true,Agriculture,biodiversite_solutions_indirectes,french
toit-jardin,true,Ecosystème,biodiversite_solutions_indirectes,french
trame blanche,true,,biodiversite_solutions_indirectes,french
trame bleu,true,,biodiversite_solutions_indirectes,french
trame brune,true,,biodiversite_solutions_indirectes,french
trame noire,true,,biodiversite_solutions_indirectes,french
variété rustique,true,Ecosystème,biodiversite_solutions_indirectes,french
verdir,true,,biodiversite_solutions_indirectes,french
verdure,true,,biodiversite_solutions_indirectes,french
vertueux,true,General,biodiversite_solutions_indirectes,french
ville durable,true,,biodiversite_solutions_indirectes,french
végétation,true,General,biodiversite_solutions_indirectes,french
zan,true,Ecosystème,biodiversite_solutions_indirectes,french
zéro artificialisation nette,true,Ecosystème,biodiversite_solutions_indirectes,french
épargne citoyenne,true,Economie des ressources,biodiversite_solutions_indirectes,french
éteindre la lumière,true,,biodiversite_solutions_indirectes,french
a69,false,Transport,changement_climatique_causes,french
agriculture conventionnelle,false,Agriculture,changement_climatique_causes,french
agriculture extensive,false,Agriculture,changement_climatique_causes,french
agriculture industrielle,false,Agriculture,changement_climatique_causes,french
agriculture intensive,false,Agriculture,changement_climatique_causes,french
co deux,false,General,changement_climatique_causes,french
co2,false,General,changement_climatique_causes,french
combustibles fossiles,false,Energie,changement_climatique_causes,french
destruction de la planète,false,Ecosystème,changement_climatique_causes,french
dyoxide de carbone,false,General,changement_climatique_causes,french
déforestation,false,Ecosystème,changement_climatique_causes,french
ferme-usine,false,Agriculture,changement_climatique_causes,french
fuel lourd,false,Energie,changement_climatique_causes,french
fumée industrielle,false,Industrie,changement_climatique_causes,french
gaz à effet de serre,false,General,changement_climatique_causes,french
greenwashing,false,General,changement_climatique_causes,french
inaction climatique,false,General,changement_climatique_causes,french
insuffisance climatique,false,General,changement_climatique_causes,french
mauvaise nouvelle pour la planète,false,General,changement_climatique_causes,french
mauvaise nouvelle pour le climat,false,General,changement_climatique_causes,french
méthane,false,General,changement_climatique_causes,french
nocif pour l'environnement,false,General,changement_climatique_causes,french
pas très écolo,false,General,changement_climatique_causes,french
polluant,false,General,changement_climatique_causes,french
pollueur,false,General,changement_climatique_causes,french
pollution industrielle,false,Industrie,changement_climatique_causes,french
pollution record,false,General,changement_climatique_causes,french
productivisme,false,General,changement_climatique_causes,french
productiviste,false,General,changement_climatique_causes,french
élevage intensif,false,Agriculture,changement_climatique_causes,french
émission de carbone,false,General,changement_climatique_causes,french
émissions anthropiques,false,General,changement_climatique_causes,french
émissions importées,false,General,changement_climatique_causes,french
émissions liées à la consommation,false,General,changement_climatique_causes,french
émissions territoriales,false,General,changement_climatique_causes,french
énergies fossiles,false,Energie,changement_climatique_causes,french
activité industrielle,true,Industrie,changement_climatique_causes_indirectes,french
agricole,true,Agriculture,changement_climatique_causes_indirectes,french
agriculteur,true,Agriculture,changement_climatique_causes_indirectes,french
agriculture,true,Agriculture,changement_climatique_causes_indirectes,french
agro-industrie,true,Agriculture,changement_climatique_causes_indirectes,french
agro-industriel,true,Agriculture,changement_climatique_causes_indirectes,french
agroalimentaire,true,Agriculture,changement_climatique_causes_indirectes,french
aliments transformés,true,General,changement_climatique_causes_indirectes,french
aménagement du territoire,true,General,changement_climatique_causes_indirectes,french
automobile,true,Transport,changement_climatique_causes_indirectes,french
autoroutes,true,Transport,changement_climatique_causes_indirectes,french
aviation,true,Transport,changement_climatique_causes_indirectes,french
avion,true,Transport,changement_climatique_causes_indirectes,french
azote,true,General,changement_climatique_causes_indirectes,french
capitalisme,true,Economie des ressources,changement_climatique_causes_indirectes,french
carburant,true,Energie,changement_climatique_causes_indirectes,french
charbon,true,Energie,changement_climatique_causes_indirectes,french
chauffage,true,Energie,changement_climatique_causes_indirectes,french
chauffage au fuel,true,Energie,changement_climatique_causes_indirectes,french
chauffage au gaz,true,Energie,changement_climatique_causes_indirectes,french
climatisation,true,Batiments,changement_climatique_causes_indirectes,french
diesel,true,Energie,changement_climatique_causes_indirectes,french
déchet,true,Economie des ressources,changement_climatique_causes_indirectes,french
déperdition de chaleur,true,Batiments,changement_climatique_causes_indirectes,french
emballage en plastique,true,Economie des ressources,changement_climatique_causes_indirectes,french
emballage plastique,true,Economie des ressources,changement_climatique_causes_indirectes,french
emissions mondiales,true,General,changement_climatique_causes_indirectes,french
essence,true,Energie,changement_climatique_causes_indirectes,french
fioul,true,Energie,changement_climatique_causes_indirectes,french
forage pétrolier,true,Energie,changement_climatique_causes_indirectes,french
fuel,true,Energie,changement_climatique_causes_indirectes,french
gaspillage alimentaire,true,Economie des ressources,changement_climatique_causes_indirectes,french
gaz,true,Energie,changement_climatique_causes_indirectes,french
gaz carbonique,true,General,changement_climatique_causes_indirectes,french
gaz de schiste,true,Energie,changement_climatique_causes_indirectes,french
gaz naturel,true,Energie,changement_climatique_causes_indirectes,french
industrialisation,true,Industrie,changement_climatique_causes_indirectes,french
industrie,true,Industrie,changement_climatique_causes_indirectes,french
infrastructures routières,true,Transport,changement_climatique_causes_indirectes,french
kérosène,true,Energie,changement_climatique_causes_indirectes,french
lignite,true,Energie,changement_climatique_causes_indirectes,french
logement mal isolé,true,Batiments,changement_climatique_causes_indirectes,french
malbouffe,true,Agriculture,changement_climatique_causes_indirectes,french
méga-camions,true,Transport,changement_climatique_causes_indirectes,french
or noir,true,Energie,changement_climatique_causes_indirectes,french
passoire thermique,true,Batiments,changement_climatique_causes_indirectes,french
passoire énergétique,true,Batiments,changement_climatique_causes_indirectes,french
pollue,true,General,changement_climatique_causes_indirectes,french
polluer,true,General,changement_climatique_causes_indirectes,french
pollution,true,General,changement_climatique_causes_indirectes,french
prendre l'avion,true,Transport,changement_climatique_causes_indirectes,french
puit de pétrole,true,Energie,changement_climatique_causes_indirectes,french
pétrole,true,Energie,changement_climatique_causes_indirectes,french
secteur tertiaire,true,General,changement_climatique_causes_indirectes,french
serres chauffées,true,Agriculture,changement_climatique_causes_indirectes,french
solvant,true,Industrie,changement_climatique_causes_indirectes,french
super-poids lourds,true,Transport,changement_climatique_causes_indirectes,french
suv,true,Transport,changement_climatique_causes_indirectes,french
trafic routier,true,Transport,changement_climatique_causes_indirectes,french
transport,true,Transport,changement_climatique_causes_indirectes,french
transport aérien,true,Transport,changement_climatique_causes_indirectes,french
transport routier,true,Transport,changement_climatique_causes_indirectes,french
transporteur,true,Transport,changement_climatique_causes_indirectes,french
urbanisme,true,General,changement_climatique_causes_indirectes,french
usine,true,Industrie,changement_climatique_causes_indirectes,french
vache,true,Agriculture,changement_climatique_causes_indirectes,french
viande,true,Agriculture,changement_climatique_causes_indirectes,french
voiture,true,Transport,changement_climatique_causes_indirectes,french
voiture thermique,true,Transport,changement_climatique_causes_indirectes,french
vol direct,true,Transport,changement_climatique_causes_indirectes,french
vol paris new york,true,Transport,changement_climatique_causes_indirectes,french
voyager,true,Transport,changement_climatique_causes_indirectes,french
élevage,true,Agriculture,changement_climatique_causes_indirectes,french
élevage bovine,true,Agriculture,changement_climatique_causes_indirectes,french
îlot de chaleur,true,Batiments,changement_climatique_causes_indirectes,french
acidification des océans,false,,changement_climatique_consequences,french
aléas climatiques,false,,changement_climatique_consequences,french
année la plus chaude,false,,changement_climatique_consequences,french
arrêt des centrales nucléaires,false,,changement_climatique_consequences,french
augmentation des précipitations,false,,changement_climatique_consequences,french
augmentation des risques de sécheresse,false,,changement_climatique_consequences,french
baisse de production agricole,false,,changement_climatique_consequences,french
baisse des rendements agricoles,false,,changement_climatique_consequences,french
baisse des récoltes,false,,changement_climatique_consequences,french
blanchissement des coraux,false,,changement_climatique_consequences,french
canicule,false,,changement_climatique_consequences,french
canicule marine,false,,changement_climatique_consequences,french
catastophe écologique,false,,changement_climatique_consequences,french
catastrophe climatique,false,,changement_climatique_consequences,french
chaleur extrême,false,,changement_climatique_consequences,french
chaleur record,false,,changement_climatique_consequences,french
chenille processionnaire,false,,changement_climatique_consequences,french
climatique extrême,false,,changement_climatique_consequences,french
conflit d’usage de l’eau,false,,changement_climatique_consequences,french
diminution de la banquise,false,,changement_climatique_consequences,french
diminution des glaciers,false,,changement_climatique_consequences,french
diminution des rendements agricoles,false,,changement_climatique_consequences,french
disparition des coraux,false,,changement_climatique_consequences,french
disparition des forêts,false,,changement_climatique_consequences,french
disparition des glaciers,false,,changement_climatique_consequences,french
disparition des récifs coralliens,false,,changement_climatique_consequences,french
décès à cause de la chaleur,false,,changement_climatique_consequences,french
déficit de pluie,false,,changement_climatique_consequences,french
déstabilisation atmosphérique,false,,changement_climatique_consequences,french
effondrement de la falaise,false,,changement_climatique_consequences,french
espèce invasive,false,,changement_climatique_consequences,french
fonte de la banquise,false,,changement_climatique_consequences,french
fonte des calottes glacières,false,,changement_climatique_consequences,french
fonte des glaces,false,,changement_climatique_consequences,french
fonte des glaciers,false,,changement_climatique_consequences,french
fonte du permafrost,false,,changement_climatique_consequences,french
glissement de terrain,false,,changement_climatique_consequences,french
hausse de la température du globe,false,,changement_climatique_consequences,french
hausse des températures,false,,changement_climatique_consequences,french
hausse du niveau de la mer,false,,changement_climatique_consequences,french
hausse du niveau des océans,false,,changement_climatique_consequences,french
hausse du niveau marin,false,,changement_climatique_consequences,french
impact sur l'environnement,false,,changement_climatique_consequences,french
inondations à répétition,false,,changement_climatique_consequences,french
intensification du cycle de l’eau,false,,changement_climatique_consequences,french
jour le plus chaud,false,,changement_climatique_consequences,french
l'hiver le plus chaud,false,,changement_climatique_consequences,french
l'hiver le plus sec,false,,changement_climatique_consequences,french
l'été le plus chaud,false,,changement_climatique_consequences,french
la planète se réchauffe,false,,changement_climatique_consequences,french
le climat du futur,false,,changement_climatique_consequences,french
les eaux se réchauffent,false,,changement_climatique_consequences,french
maladaptation,false,,changement_climatique_consequences,french
malle adaptation,false,,changement_climatique_consequences,french
manque d'eau,false,,changement_climatique_consequences,french
manquer d'eau,false,,changement_climatique_consequences,french
migrant climatique,false,,changement_climatique_consequences,french
migration climatique,false,,changement_climatique_consequences,french
montée des eaux,false,,changement_climatique_consequences,french
montée du niveau de la mer,false,,changement_climatique_consequences,french
montée du niveau des océans,false,,changement_climatique_consequences,french
mort liées à la canicule,false,,changement_climatique_consequences,french
mort liées à la chaleur,false,,changement_climatique_consequences,french
mort à cause de la canicule,false,,changement_climatique_consequences,french
mort à cause de la chaleur,false,,changement_climatique_consequences,french
mortalité forestière,false,,changement_climatique_consequences,french
morte à cause de la canicule,false,,changement_climatique_consequences,french
morte à cause de la chaleur,false,,changement_climatique_consequences,french
moustique tigre,false,,changement_climatique_consequences,french
météorologique extrême,false,,changement_climatique_consequences,french
perte agricole,false,,changement_climatique_consequences,french
pénurie de neige,false,,changement_climatique_consequences,french
pollution atmosphérique,false,,changement_climatique_consequences,french
pollution aux particules fines,false,,changement_climatique_consequences,french
pollution à l’ozone,false,,changement_climatique_consequences,french
printemps le plus pluvieux,false,,changement_climatique_consequences,french
prolifération de moustiques,false,,changement_climatique_consequences,french
pénurie d'eau,false,,changement_climatique_consequences,french
rareté de la ressource en eau,false,,changement_climatique_consequences,french
rareté saisonnière de la ressource en eau,false,,changement_climatique_consequences,french
raréfaction de la ressource en eau,false,,changement_climatique_consequences,french
record de température,false,,changement_climatique_consequences,french
retrait gonflement des argiles,false,,changement_climatique_consequences,french
réfugié climatique,false,General,changement_climatique_consequences,french
salinisation des sols,false,,changement_climatique_consequences,french
stress hydrique,false,,changement_climatique_consequences,french
sécheresse,false,,changement_climatique_consequences,french
température extrême,false,,changement_climatique_consequences,french
température record,false,,changement_climatique_consequences,french
températures plus hautes,false,,changement_climatique_consequences,french
trop grande chaleur,false,,changement_climatique_consequences,french
urgence écologique,false,,changement_climatique_consequences,french
vague de chaleur,false,,changement_climatique_consequences,french
zoonose,false,,changement_climatique_consequences,french
écocide,false,,changement_climatique_consequences,french
élévation de la température,false,,changement_climatique_consequences,french
élévation des températures,false,,changement_climatique_consequences,french
élévation du niveau de la mer,false,,changement_climatique_consequences,french
élévation du niveau des océans,false,,changement_climatique_consequences,french
élévation du niveau marin,false,,changement_climatique_consequences,french
érosion côtière,false,,changement_climatique_consequences,french
érosion des côtes,false,,changement_climatique_consequences,french
érosion du littoral,false,,changement_climatique_consequences,french
été le plus chaud,false,,changement_climatique_consequences,french
40 degrés,true,,changement_climatique_consequences_indirectes,french
50 degrés,true,,changement_climatique_consequences_indirectes,french
accès à l’eau,true,,changement_climatique_consequences_indirectes,french
anomalie de températures,true,,changement_climatique_consequences_indirectes,french
assécher,true,,changement_climatique_consequences_indirectes,french
asséché,true,,changement_climatique_consequences_indirectes,french
asséchée,true,,changement_climatique_consequences_indirectes,french
augmentation des températures,true,,changement_climatique_consequences_indirectes,french
cancer,true,,changement_climatique_consequences_indirectes,french
catastrophe,true,,changement_climatique_consequences_indirectes,french
cerné par les eaux,true,,changement_climatique_consequences_indirectes,french
cinquante degrés,true,,changement_climatique_consequences_indirectes,french
crue,true,,changement_climatique_consequences_indirectes,french
crue centennale,true,,changement_climatique_consequences_indirectes,french
cyclone,true,,changement_climatique_consequences_indirectes,french
déluge,true,,changement_climatique_consequences_indirectes,french
désertification,true,,changement_climatique_consequences_indirectes,french
dévastation,true,General,changement_climatique_consequences_indirectes,french
eau boueuse,true,,changement_climatique_consequences_indirectes,french
eaux boueuses,true,,changement_climatique_consequences_indirectes,french
eaux déchainées,true,,changement_climatique_consequences_indirectes,french
emporté par les eaux,true,,changement_climatique_consequences_indirectes,french
englouti par les eaux,true,,changement_climatique_consequences_indirectes,french
feux,true,,changement_climatique_consequences_indirectes,french
feux de forêt,true,,changement_climatique_consequences_indirectes,french
forte chaleur,true,,changement_climatique_consequences_indirectes,french
forte pluie,true,,changement_climatique_consequences_indirectes,french
forêt brûle,true,,changement_climatique_consequences_indirectes,french
forêt d'algues,true,,changement_climatique_consequences_indirectes,french
forêt détruit,true,,changement_climatique_consequences_indirectes,french
forêt détruite,true,,changement_climatique_consequences_indirectes,french
forêt ravagé,true,,changement_climatique_consequences_indirectes,french
forêt ravagée,true,,changement_climatique_consequences_indirectes,french
forêts brûlent,true,,changement_climatique_consequences_indirectes,french
forêts ont été détruites,true,,changement_climatique_consequences_indirectes,french
gel printanier,true,,changement_climatique_consequences_indirectes,french
il n'y a plus de saison,true,,changement_climatique_consequences_indirectes,french
importante précipitation,true,,changement_climatique_consequences_indirectes,french
incendie de forêt,true,,changement_climatique_consequences_indirectes,french
incendies,true,,changement_climatique_consequences_indirectes,french
inondable,true,Batiments,changement_climatique_consequences_indirectes,french
inondation,true,,changement_climatique_consequences_indirectes,french
l'eau est monté,true,,changement_climatique_consequences_indirectes,french
l'eau qui est monté,true,,changement_climatique_consequences_indirectes,french
la roya,true,,changement_climatique_consequences_indirectes,french
les eaux sont montées,true,,changement_climatique_consequences_indirectes,french
les soulèvements de la terre,true,,changement_climatique_consequences_indirectes,french
malade,true,,changement_climatique_consequences_indirectes,french
maladie,true,,changement_climatique_consequences_indirectes,french
maladies transmises par des insectes,true,,changement_climatique_consequences_indirectes,french
millimètre d'eau,true,,changement_climatique_consequences_indirectes,french
mois le plus chaud,true,,changement_climatique_consequences_indirectes,french
ouragan,true,,changement_climatique_consequences_indirectes,french
pathologie,true,,changement_climatique_consequences_indirectes,french
piégé par les eaux,true,,changement_climatique_consequences_indirectes,french
plante exotique envahissante,true,Ecosystème,changement_climatique_consequences_indirectes,french
plante exotique invasive,true,Ecosystème,changement_climatique_consequences_indirectes,french
plante exotique très invasive,true,Ecosystème,changement_climatique_consequences_indirectes,french
pluie extrême,true,,changement_climatique_consequences_indirectes,french
pluie intense,true,,changement_climatique_consequences_indirectes,french
pluie torrentielle,true,,changement_climatique_consequences_indirectes,french
plus chaud que la normale,true,,changement_climatique_consequences_indirectes,french
plus chaude que la normale,true,,changement_climatique_consequences_indirectes,french
plus de saisons,true,,changement_climatique_consequences_indirectes,french
plus sec que la normale,true,,changement_climatique_consequences_indirectes,french
pluviométrie importante,true,,changement_climatique_consequences_indirectes,french
pollution de l'air,true,,changement_climatique_consequences_indirectes,french
prolifération des moustiques,true,,changement_climatique_consequences_indirectes,french
période la plus chaude,true,,changement_climatique_consequences_indirectes,french
quarante degrés,true,,changement_climatique_consequences_indirectes,french
restriction,true,General,changement_climatique_consequences_indirectes,french
ruissellement de l'eau,true,,changement_climatique_consequences_indirectes,french
ruissellement des eaux,true,,changement_climatique_consequences_indirectes,french
réchauffement,true,,changement_climatique_consequences_indirectes,french
sous l'eau,true,,changement_climatique_consequences_indirectes,french
sous les eaux,true,,changement_climatique_consequences_indirectes,french
submergé par les eaux,true,,changement_climatique_consequences_indirectes,french
submersion,true,,changement_climatique_consequences_indirectes,french
submersion marine,true,,changement_climatique_consequences_indirectes,french
surchauffe,true,,changement_climatique_consequences_indirectes,french
sécurité alimentaire,true,,changement_climatique_consequences_indirectes,french
tempête xynthia,true,,changement_climatique_consequences_indirectes,french
trop d'eau,true,,changement_climatique_consequences_indirectes,french
très chaud,true,,changement_climatique_consequences_indirectes,french
érosion,true,,changement_climatique_consequences_indirectes,french
étouffer,true,,changement_climatique_consequences_indirectes,french
ADEME,false,,changement_climatique_constat,arabic
ARS,false,,changement_climatique_constat,arabic
COP 15,false,,changement_climatique_constat,arabic
COP 21,false,,changement_climatique_constat,arabic
COP 28,false,,changement_climatique_constat,arabic
COP 29,false,,changement_climatique_constat,arabic
COP 30,false,,changement_climatique_constat,arabic
aarde,false,,changement_climatique_constat,dutch
aarde,false,,changement_climatique_constat,latvian
aardgas,false,,changement_climatique_constat,dutch
aardgas,false,,changement_climatique_constat,latvian
aardolie,false,,changement_climatique_constat,dutch
aardolie,false,,changement_climatique_constat,latvian
aardverschuiving,false,,changement_climatique_constat,dutch
aardverschuiving,false,,changement_climatique_constat,latvian
abfall,false,,changement_climatique_constat,german
abholzung,false,,changement_climatique_constat,german
accord de paris,false,,changement_climatique_constat,french
accordo di parigi,false,,changement_climatique_constat,italian
acordo de paris,false,,changement_climatique_constat,portuguese
acqua,false,,changement_climatique_constat,italian
acqua piovana,false,,changement_climatique_constat,italian
acuerdo de parís,false,,changement_climatique_constat,spanish
ademe,false,,changement_climatique_constat,french
ademe,false,,changement_climatique_constat,english
ademe,false,,changement_climatique_constat,german
ademe,false,,changement_climatique_constat,spanish
ademe,false,,changement_climatique_constat,polish
ademe,false,,changement_climatique_constat,danish
ademe,false,,changement_climatique_constat,italian
ademe,false,,changement_climatique_constat,greek
ademe,false,,changement_climatique_constat,dutch
ademe,false,,changement_climatique_constat,latvian
ademe,false,,changement_climatique_constat,portuguese
aereo,false,,changement_climatique_constat,italian
affald,false,,changement_climatique_constat,danish
afval,false,,changement_climatique_constat,dutch
afval,false,,changement_climatique_constat,latvian
agencias regionales de salud,false,,changement_climatique_constat,spanish
agenda 2030,false,,changement_climatique_constat,portuguese
agenda global,false,,changement_climatique_constat,portuguese
agenda verde,false,,changement_climatique_constat,portuguese
agenda woke,false,,changement_climatique_constat,portuguese
agenzie sanitarie regionali,false,,changement_climatique_constat,italian
agrarindustrie,false,,changement_climatique_constat,german
agrarisch,false,,changement_climatique_constat,dutch
agrarisch,false,,changement_climatique_constat,latvian
agrarmodell,false,,changement_climatique_constat,german
agrarökologische wende,false,,changement_climatique_constat,german
agri-food,false,,changement_climatique_constat,english
agricolo,false,,changement_climatique_constat,italian
agricoltore,false,,changement_climatique_constat,italian
agricoltura,false,,changement_climatique_constat,italian
agricoltura convenzionale,false,,changement_climatique_constat,italian
agricoltura industriale,false,,changement_climatique_constat,italian
agricoltura intensiva,false,,changement_climatique_constat,italian
agricultor,false,,changement_climatique_constat,spanish
agricultor,false,,changement_climatique_constat,portuguese
agricultura,false,,changement_climatique_constat,spanish
agricultura,false,,changement_climatique_constat,portuguese
agricultura convencional,false,,changement_climatique_constat,spanish
agricultura convencional,false,,changement_climatique_constat,portuguese
agricultura industrial,false,,changement_climatique_constat,spanish
agricultura industrial,false,,changement_climatique_constat,portuguese
agricultura intensiva,false,,changement_climatique_constat,spanish
agricultura intensiva,false,,changement_climatique_constat,portuguese
agricultural,false,,changement_climatique_constat,english
agricultural model,false,,changement_climatique_constat,english
agriculture,false,,changement_climatique_constat,english
agro,false,,changement_climatique_constat,portuguese
agro-ecologische transitie,false,,changement_climatique_constat,dutch
agro-ecologische transitie,false,,changement_climatique_constat,latvian
agro-industrie,false,,changement_climatique_constat,dutch
agro-industrie,false,,changement_climatique_constat,latvian
agro-industry,false,,changement_climatique_constat,english
agro10brasil,false,,changement_climatique_constat,portuguese
agroalimentar,false,,changement_climatique_constat,portuguese
agroboy,false,,changement_climatique_constat,portuguese
agrobusiness,false,,changement_climatique_constat,portuguese
agroecological transition,false,,changement_climatique_constat,english
agroetudo,false,,changement_climatique_constat,portuguese
agroindustri,false,,changement_climatique_constat,danish
agroindustria,false,,changement_climatique_constat,spanish
agroindustria,false,,changement_climatique_constat,italian
agroindústria,false,,changement_climatique_constat,portuguese
agronaopara,false,,changement_climatique_constat,portuguese
agropecuaria,false,,changement_climatique_constat,portuguese
agroøkologisk overgang,false,,changement_climatique_constat,danish
agrícola,false,,changement_climatique_constat,spanish
agrícola,false,,changement_climatique_constat,portuguese
agua,false,,changement_climatique_constat,spanish
agua de lluvia,false,,changement_climatique_constat,spanish
agências regionais de saúde,false,,changement_climatique_constat,portuguese
air conditioning,false,,changement_climatique_constat,english
air pollution,false,,changement_climatique_constat,english
air transport,false,,changement_climatique_constat,english
aircondition,false,,changement_climatique_constat,danish
airconditioning,false,,changement_climatique_constat,dutch
airconditioning,false,,changement_climatique_constat,latvian
aire acondicionado,false,,changement_climatique_constat,spanish
aire fresco,false,,changement_climatique_constat,spanish
akkoord van parijs,false,,changement_climatique_constat,dutch
akkoord van parijs,false,,changement_climatique_constat,latvian
albero,false,,changement_climatique_constat,italian
alimentación,false,,changement_climatique_constat,spanish
alimentazione,false,,changement_climatique_constat,italian
alimentação,false,,changement_climatique_constat,portuguese
allevamento,false,,changement_climatique_constat,italian
allevamento intensivo,false,,changement_climatique_constat,italian
alluvione,false,,changement_climatique_constat,italian
alto consejo para el clima,false,,changement_climatique_constat,spanish
alto conselho para o clima,false,,changement_climatique_constat,portuguese
alto consiglio per il clima,false,,changement_climatique_constat,italian
amazônia,false,,changement_climatique_constat,portuguese
ambiente,false,,changement_climatique_constat,italian
