keyword,is_empty,general,agriculture,transport,batiments,energie,industrie,eau,ecosysteme,economie_ressources
diversifier les espèces,false,true,false,false,false,false,false,false,false,false
diversifier les végétaux,false,false,false,false,false,false,false,false,true,false
diversité bioculturelle,false,false,false,false,false,false,false,false,true,false
diversité biologique,false,false,true,false,false,false,false,false,false,false
diversité des espèces,false,false,false,false,false,false,false,false,true,false
diversité des essences,false,false,false,false,false,false,false,false,true,false
diversité des êtres vivants,false,false,false,false,false,false,false,false,true,false
diversité du vivant,false,false,false,false,false,false,false,false,true,false
diversité génétique,false,false,true,false,false,false,false,false,true,false
droit de l’environnement,false,false,true,false,false,false,false,false,true,false
droit environnemental,false,false,false,false,false,false,false,false,true,false
dune,false,false,false,false,false,false,false,false,true,false
durée de vie,false,false,false,false,false,false,false,false,true,false
dyoxide de carbone,true,false,false,false,false,false,false,false,false,false
eau,true,false,false,false,false,false,false,false,false,false
eau absorbée,true,false,false,false,false,false,false,false,false,false
eau boueuse,true,false,false,false,false,false,false,false,false,false
eau de pluie,true,false,false,false,false,false,false,false,false,false
eau de ruissellement,true,false,false,false,false,false,false,false,false,false
eau douce,true,false,false,false,false,false,false,false,false,false
eau potable,false,false,false,false,false,false,false,false,true,false
eau verte,true,false,false,false,false,false,false,false,false,false
eaux boueuses,true,false,false,false,false,false,false,false,false,false
eaux de ruissellement,false,false,false,false,false,false,false,false,true,false
eaux déchainées,false,false,false,false,false,false,false,false,true,false
eaux douces,false,false,false,false,false,false,false,false,true,false
eaux souterraines,false,true,false,false,false,false,false,false,false,false
eaux usées traitées,false,true,false,false,false,false,false,false,false,false
échouage,false,true,false,false,false,false,false,false,false,false
éco conception,false,false,false,false,false,false,false,false,true,false
éco geste,false,false,false,false,false,false,false,false,false,true
éco organisme,false,true,false,false,false,false,false,false,false,false
éco responsable,false,false,false,false,false,false,false,true,false,false
éco-anxiété,false,false,false,false,false,false,false,true,false,false
éco-pâturage,false,false,false,false,false,false,false,true,false,false
eco-prêt à taux 0,false,false,false,false,false,false,false,true,false,false
eco-prêt à taux zéro,false,false,false,false,false,false,false,true,false,false
éco-sac wc,false,false,false,false,false,false,false,true,true,false
écocide,false,false,false,false,false,false,false,true,false,false
écoconception,true,false,false,false,false,false,false,false,false,false
écolo,false,false,false,false,false,false,false,true,false,false
écologie,false,false,false,false,false,false,false,true,false,false
écologie industrielle,false,false,false,false,false,false,false,true,false,false
écologique,false,false,false,false,false,false,false,true,false,false
écologiste,false,false,false,false,false,false,false,true,false,false
ecomobilité,false,false,false,false,false,false,false,true,false,true
économie bleue,false,false,false,false,false,false,false,false,true,false
économie circulaire,false,false,false,false,true,false,true,false,false,true
économie d’eau,false,true,false,false,false,false,false,false,false,false
économie d'énergie,false,false,false,false,false,false,true,false,false,true
économie d’énergie,false,true,false,false,false,false,false,false,false,false
économie de carburant,false,true,false,false,false,false,false,false,false,false
économie du réemploi,true,false,false,false,false,false,false,false,false,false
économie maritime,false,false,false,false,true,true,false,false,false,true
économie qui répare,false,false,false,false,true,true,false,false,false,false
économiser de l’énergie,false,false,false,false,false,false,false,false,false,true
économiser l'eau,false,true,false,false,false,false,false,false,false,false
écoresponsable,false,false,false,false,true,false,true,false,false,true
écosystème,false,true,false,false,false,false,false,false,false,false
écosystème aquatique,false,true,false,false,false,false,false,false,false,false
écosystème dégradé,false,false,false,false,false,false,true,false,false,true
écosystème forestier,false,true,false,false,false,false,false,false,false,false
écosystème marin,false,true,false,false,false,false,false,false,false,false
écosystème montagnard,false,false,false,true,false,false,false,false,false,false
écosystèmes dégradés,false,false,false,false,false,false,true,true,false,true
écosystémique,false,false,false,false,false,false,true,false,false,true
écotaxe,false,false,false,false,false,false,false,true,false,true
écotourisme,true,false,false,false,false,false,false,false,false,false
écrevisse,true,false,false,false,false,false,false,false,false,false
éducation au changement climatique,true,false,false,false,false,false,false,false,false,false
effet de serre,false,false,false,true,false,true,true,false,false,false
efficacité énergétique,false,false,false,false,false,false,false,false,false,true
effondrement de la falaise,false,false,false,true,false,false,true,false,false,true
éléphant,false,false,false,false,false,false,true,false,false,true
élevage,true,false,false,false,false,false,false,false,false,false
élevage bovine,false,false,false,false,false,false,false,true,false,true
élevage intensif,false,true,false,false,false,false,false,false,false,false
élévation de la température,true,false,false,false,false,false,false,false,false,false
élévation des températures,true,false,false,false,false,false,false,false,false,false
élévation du niveau de la mer,true,false,false,false,false,false,false,false,false,false
élévation du niveau des océans,true,false,false,false,false,false,false,false,false,false
élévation du niveau marin,true,false,false,false,false,false,false,false,false,false
éliminer les polluants,true,false,false,false,false,false,false,false,false,false
emballage,true,false,false,false,false,false,false,false,false,false
emballage en plastique,false,false,false,false,false,false,false,false,true,false
emballage plastique,false,false,false,true,false,false,false,false,false,true
emballage sans plastique,false,false,false,false,false,false,false,false,true,true
émimine les polluants,false,false,false,false,false,false,false,false,true,false
émission de carbone,false,false,false,false,false,true,false,false,true,false
émissions anthropiques,false,false,false,false,false,true,false,false,false,false
émissions importées,false,false,false,false,true,true,true,false,false,false
émissions liées à la consommation,false,false,false,false,false,false,false,false,true,false
emissions mondiales ,false,false,false,false,false,false,false,false,true,false
émissions mondiales de co deux,false,false,true,false,false,false,false,false,false,false
émissions mondiales de co2,false,false,true,false,false,false,false,false,false,false
émissions territoriales,false,false,true,false,false,false,false,true,true,false
empèche la régénération,false,true,false,false,false,false,false,false,false,false
emporté par les eaux,false,true,false,false,false,false,false,false,false,false
empreinte biodiversité ,false,false,false,false,false,false,false,true,false,false
empreinte carbone,false,false,false,false,false,false,false,true,false,false
empreinte plastique,false,false,false,false,false,false,false,true,false,false
en consommant moins,true,false,false,false,false,false,false,false,false,false
énergie,false,false,false,false,false,false,true,false,false,true
énergie durable,false,false,false,false,false,false,true,false,false,true
énergie renouvelable,false,false,false,false,false,false,true,false,false,true
énergie solaire,false,false,false,false,false,false,true,false,false,true
énergie verte,true,false,false,false,false,false,false,false,false,false
énergies fossiles,false,true,false,false,false,false,false,false,false,false
englouti par les eaux ,false,true,false,false,false,false,false,false,false,false
engrais azoté,false,false,false,false,false,true,true,false,false,false
engrais chimique,false,false,false,false,false,true,false,false,false,true
engrais de synthèse,true,false,false,false,false,false,false,false,false,false
engrais phosphaté,false,true,false,false,false,false,false,false,false,false
enjeu environnemental,false,true,false,false,false,false,false,false,false,false
ensauvagement,false,true,false,false,false,false,false,false,false,false
environnement,true,false,false,false,false,false,false,false,false,false
environnemental,false,false,false,false,false,false,false,true,false,false
environnementale,true,false,false,false,false,false,false,false,false,false
environnementaux,false,true,false,false,false,false,false,false,false,false
éolien,false,false,false,false,false,false,true,false,false,true
éolienne,false,false,false,false,false,true,false,false,false,true
épandage,true,false,false,false,false,false,false,false,false,false
épargne citoyenne,true,false,false,false,false,false,false,false,false,false
épicéa,true,false,false,false,false,false,false,false,false,false
epr,true,false,false,false,false,false,false,false,false,false
épuisement des ressources,true,false,false,false,false,false,false,false,false,false
equilibre dynamique,true,false,false,false,false,false,false,false,false,false
équilibre pour la faune et la flore,true,false,false,false,false,false,false,false,false,false
érosion,false,false,true,false,false,false,false,true,true,false
érosion côtière,false,false,true,false,false,false,false,false,false,false
érosion de la biodiversité,false,false,true,false,false,false,false,true,true,false
érosion des côtes,false,false,true,false,false,false,false,true,false,true
érosion des sols,false,true,false,false,false,false,false,false,false,false
érosion du littoral,true,false,false,false,false,false,false,false,false,false
érosion éolienne,false,true,false,false,false,false,false,false,false,false
érosion hydrique,false,true,false,false,false,false,false,false,false,false
espace naturel,false,true,false,false,false,false,false,false,false,false
espace vert,false,true,false,false,false,false,false,false,false,false
espèce,false,false,false,false,false,true,false,false,false,false
espèce animale,false,false,false,false,false,true,false,false,false,false
espèce en voie de disparition,false,false,true,false,false,false,false,true,true,false
espèce envahissante,false,false,false,false,false,false,false,false,false,true
espèce éteinte,false,false,false,false,true,false,false,false,true,false
espèce exotique envahissante,false,false,false,false,false,true,true,false,false,false
espèce invasive,false,false,false,false,false,true,true,false,false,false
espèce locale,false,false,false,false,false,false,false,false,false,true
espèce menacée,false,true,false,false,false,false,false,false,false,false
espèce menacée d’extinction,false,false,false,false,false,false,false,false,true,false
espèce migratrice,false,false,false,false,false,false,false,false,true,false
espèce nuisible,false,false,false,false,false,false,false,false,true,false
espèce protégée,false,false,false,false,false,false,false,false,true,false
espèce végétale,false,false,false,false,false,false,false,false,true,false
espèces auxiliaires,false,false,true,false,false,false,false,false,true,false
espèces en danger,false,false,false,false,false,false,false,false,true,false
essence,false,false,true,false,false,false,false,false,true,false
essence locale,false,false,true,false,false,false,false,false,true,false
étalement urbain,false,false,false,false,false,false,false,false,true,false
étang,false,false,false,false,true,false,false,false,true,false
été le plus chaud,false,false,false,false,false,false,false,false,true,false
éteindre l'éclairage public,false,false,false,false,false,false,false,false,true,false
éteindre la lumière,false,false,false,false,false,false,false,false,true,false
étiquetage unique des aliments,false,false,false,false,false,false,false,false,true,false
étouffer,false,false,false,false,false,false,false,false,true,false
eutrophisation,false,false,false,false,false,false,false,false,true,false
éviter le plastique,false,false,false,false,false,false,false,false,true,false
expert du climat,false,false,false,false,false,false,false,false,true,false
experte du climat,false,false,false,false,false,false,false,false,true,false
exploitation fonds marins,false,false,false,false,false,false,false,false,true,false
exploitation gazière,false,false,false,false,false,false,false,false,true,false
exploitation minière,true,false,false,false,false,false,false,false,false,false
exploitation non durable,false,false,false,false,false,false,false,false,true,false
exploitation pétrolière,false,false,true,false,false,false,false,false,true,false
exploitation raisonnée,true,false,false,false,false,false,false,false,false,false
exploration minière,false,false,false,false,false,false,false,false,true,false
exposition des salariés,false,false,false,true,false,true,false,false,false,false
extinction,true,false,false,false,false,false,false,false,false,false
extraction,false,false,false,false,true,false,false,false,true,false
extractivisme,false,false,false,false,false,false,false,true,true,false
extractivisme ,false,true,false,false,false,false,false,false,false,false
extractiviste,false,false,false,false,false,true,false,false,false,true
facture énergétique,false,false,false,false,false,true,false,false,false,true
faire baisser la température,false,false,true,false,false,false,false,false,false,true
falloir ralentir,false,true,false,false,false,false,false,false,false,false
fauche tardive,false,false,false,false,false,false,false,false,true,false
faune,false,false,false,false,false,false,false,false,false,true
faune sauvage,false,true,false,false,false,false,false,false,false,false
favorise la biodiversité,false,true,false,false,false,false,false,false,false,false
favoriser la biodiversité,false,false,false,false,false,true,false,false,true,true
favoriser la diversité végétale,false,false,false,false,false,true,true,false,false,false
ferme-usine,false,false,false,false,false,false,true,false,false,true
fertilité des sols,true,false,false,false,false,false,false,false,false,false
feux,false,false,false,false,false,true,true,false,false,true
feux de forêt,false,false,true,false,false,false,false,false,true,true
filets de pêche,false,false,false,false,false,false,true,false,false,true
filets maillants,false,false,false,false,false,false,true,false,false,false
filtrer l'eau,false,false,false,false,false,false,false,false,true,false
fin de l'abondance,false,false,false,false,false,false,true,false,false,true
fin de la vente des voitures thermiques,false,true,false,false,false,false,true,false,false,true
fioul,true,false,false,false,false,false,false,false,false,false
fiscalité environnementale,false,false,false,false,false,true,true,false,false,true
flamant rose,false,false,false,false,false,true,false,false,false,false
flore,false,false,false,false,false,true,false,false,true,false
fluor,false,false,false,false,false,true,false,false,false,true
flygskam,true,false,false,false,false,false,false,false,false,false
fne,false,false,false,false,false,false,false,false,true,false
fnh,false,false,false,false,false,false,false,false,true,false
foncière forestière,true,false,false,false,false,false,false,false,false,false
fondation pour la nature et l'homme,true,false,false,false,false,false,false,false,false,false
fongicide,true,false,false,false,false,false,false,false,false,false
fonte de la banquise,false,false,true,false,false,false,true,false,false,false
fonte des calottes glacières,false,false,true,false,false,false,false,false,true,false
fonte des glaces,false,false,false,false,false,true,false,false,true,false
fonte des glaciers,false,false,false,false,false,false,false,false,true,false
fonte du permafrost,false,false,false,false,false,false,false,false,true,true
forage pétrolier,false,false,false,false,false,false,false,false,true,false
foresterie urbaine,true,false,false,false,false,false,false,false,false,false
forestier,false,true,false,false,false,false,false,false,false,false
forestière,false,false,false,true,false,true,true,false,false,false
forêt,false,false,false,false,false,true,false,false,false,false
forêt boréale,false,true,false,false,false,false,false,false,false,false
forêt brûle,false,false,false,false,false,false,false,false,true,false
forêt d'algues,false,false,false,false,false,false,false,false,true,false
forêt détruit,false,false,false,false,false,false,true,true,false,false
forêt détruite,false,false,false,true,false,false,false,false,false,false
forêt mosaïque,false,false,false,false,false,false,false,false,true,false
forêt ravagé,false,false,false,false,false,false,false,false,true,false
forêt ravagée,false,false,false,false,false,false,false,false,true,true
forêt tropicale,false,false,false,false,false,true,false,false,true,true
forêt urbaine,false,false,true,false,false,false,false,false,true,false
forêts brûlent,false,false,false,false,false,false,false,false,true,false
forêts ont été détruites,false,false,false,false,false,false,false,false,true,false
forte chaleur,false,false,false,false,false,false,false,false,true,false
forte pluie,false,false,false,false,false,false,false,false,true,false
fortes chaleurs,false,false,false,false,false,false,false,false,true,false
fourmi,false,false,false,false,false,true,false,false,false,false
fragmentation des habitats,false,false,false,false,true,false,false,false,true,false
fraîcheur,false,false,false,false,false,false,false,false,true,false
france nature environnement,false,false,false,false,false,false,false,false,true,false
frelon,false,false,false,false,false,false,false,false,true,false
fret ferroviaire,false,false,false,false,false,false,false,false,true,false
fuel,false,false,false,false,false,false,false,false,true,false
fuel lourd,false,false,false,false,false,false,false,false,true,false
fuite d'eau,false,false,false,false,false,false,false,false,true,false
fumée industrielle,false,false,false,false,false,false,false,false,true,false
fumées industrielles,false,false,false,false,false,false,false,false,true,false
fumier,false,false,false,false,false,false,false,false,true,false
gâchis,false,false,false,false,false,false,false,false,true,false
gâchis alimentaire,false,false,false,false,false,false,false,false,true,false
gaspillage,false,false,false,false,true,false,false,false,true,false
gaspillage alimentaire,false,false,false,false,false,true,false,false,true,false
gaspiller moins,false,false,false,false,false,false,false,false,true,false
gaz,false,true,false,false,false,false,false,false,false,false
gaz à effet de serre,false,false,false,false,false,false,false,true,false,false
gaz carbonique,false,true,false,false,false,false,false,false,false,false
gaz de schiste,false,false,false,false,false,false,false,false,true,false
gaz naturel,true,false,false,false,false,false,false,false,false,false
gel printanier,false,true,false,false,false,false,false,false,false,false
genepi,false,false,false,false,false,true,false,false,true,true
générations à venir,false,false,false,false,false,true,false,false,true,true
générations futures,false,false,false,false,false,false,false,false,true,false
géothermie,false,false,false,true,false,false,true,false,false,false
geste écolo,false,false,false,false,false,true,false,false,false,false
geste écologique,false,false,false,false,false,true,false,false,false,false
gestion de l'eau,false,false,false,false,false,false,false,true,false,false
gestion de la ressource en eau,false,false,false,false,false,true,true,false,false,false
gestion des écosystèmes,false,false,false,false,false,false,true,false,false,false
gestion des milieux aquatiques,true,false,false,false,false,false,false,false,false,false
gestion des sols,false,false,false,false,false,false,false,false,false,true
gestion du littoral,false,false,true,false,false,false,false,false,false,true
gestion durable des forêts,false,false,false,false,false,false,false,false,false,true
gestion durable des ressources,false,false,true,false,false,false,false,false,false,true
gestion durable des terres cultivables,false,false,false,false,false,false,false,false,false,true
gestion écologique,false,false,false,false,false,true,false,false,false,false
gestion extensive,false,false,false,true,false,true,true,false,false,false
gestion forestière,false,true,false,false,false,false,false,false,false,false
gestion sylvicole durable,false,false,false,false,false,true,false,false,false,false
giec,false,false,false,false,false,true,false,false,false,false
gigantisme,false,false,false,false,false,false,false,false,true,false
gisement,false,false,false,false,false,false,false,false,true,false
glacier,false,true,false,false,false,false,false,false,false,false
glissement de terrain,false,true,false,false,false,false,false,false,false,false
glyphosate,false,true,false,false,false,false,false,false,false,false
green deal,false,false,false,false,true,true,false,false,false,false
greenpeace,true,false,false,false,false,false,false,false,false,false
greenwashing,false,true,false,false,false,false,false,false,false,false
guêpe,false,false,false,false,false,false,false,true,false,false
gypaète barbu,false,false,false,false,false,false,false,true,false,true
habitabilité de la planète,false,false,false,false,false,false,false,true,false,true
habitat,true,false,false,false,false,false,false,false,false,false
habitat naturel,false,false,false,false,false,false,false,true,true,false
habiter le monde,false,false,true,false,false,false,false,false,true,false
habitude durable,false,false,false,false,false,false,false,true,true,false
halieutique,false,false,false,false,false,false,false,false,true,true
hausse de la température du globe,false,true,false,false,false,false,false,false,false,false
hausse des températures,false,false,true,false,false,false,false,false,false,true
hausse du niveau de la mer,true,false,false,false,false,false,false,false,false,false
hausse du niveau des océans,true,false,false,false,false,false,false,false,false,false
hausse du niveau marin,false,false,false,false,false,false,false,false,true,false
haut conseil pour le climat,true,false,false,false,false,false,false,false,false,false
herbicide,false,true,false,false,false,false,false,false,false,false
hérisson,false,true,false,false,false,false,false,false,false,false
hêtre,false,false,false,false,false,false,false,false,false,true
hirondelle,false,false,false,false,false,false,false,false,true,false
honte de prendre l'avion,false,false,false,false,false,false,false,false,true,false
hot spot de biodiversité,false,false,true,false,false,false,false,true,true,false
hôtel à insectes,false,true,false,false,false,false,false,false,false,false
huile de friture usagé,false,true,false,false,false,false,false,false,false,false
huile de palme,false,true,false,false,false,false,false,false,false,false
humus,false,true,false,false,false,false,false,false,false,false
hydroélectricité,false,false,false,false,false,false,false,false,true,false
hydrogène ,false,false,false,false,false,false,false,false,true,false
hydrogène vert,false,true,false,false,false,false,false,false,false,false
hydrologue,false,false,false,false,true,false,false,false,false,false
hydroponie,false,false,false,false,false,false,false,false,true,false
il n'y a plus de saison,false,false,false,false,true,true,false,false,true,false
îlot de chaleur,false,true,false,false,false,false,false,false,false,false
îlot de fraîcheur,false,false,false,false,false,false,false,false,true,true
impact carbone,false,true,false,false,false,false,false,false,false,false
impact des emballages plastiques,false,true,false,false,false,false,false,false,false,false
impact environnemental,false,false,false,false,false,false,false,true,false,false
impact environnementale ,false,false,false,false,false,false,false,true,false,false
impact négatif,false,false,false,false,false,false,false,true,false,false
impact positif ,false,true,false,false,false,false,false,false,false,false
impact sur l'environnement,false,false,true,false,false,false,false,true,true,false
impact sur la santé ,false,false,false,false,false,false,false,false,true,false
imperméabilisation des sols,false,false,false,false,false,false,false,false,true,false
importante précipitation,false,false,false,false,false,false,false,false,true,false
inaction climatique,false,false,false,true,false,true,false,false,false,false
incendie,false,false,false,false,false,false,false,false,true,false
incendie de forêt,true,false,false,false,false,false,false,false,false,false
incendies,false,false,false,false,false,true,false,false,false,true
incinérateur,false,true,false,false,false,false,false,false,false,false
indice de réparabilité,false,false,true,false,false,false,false,false,true,false
industrialisation,false,false,false,false,false,true,false,false,false,false
industrie,true,false,false,false,false,false,false,false,false,false
industrie de la pêche,false,false,false,false,false,true,true,false,false,false
industrie extractive,false,false,false,false,false,false,false,true,false,false
industrie minière,true,false,false,false,false,false,false,false,false,false
industrie pétrolière,false,true,false,false,false,false,false,false,false,false
industrie verte,false,false,false,false,true,false,false,false,false,false
inégalité,false,false,false,false,true,false,false,false,true,false
infrastructure résiliente,false,true,false,false,false,false,false,false,false,false
infrastructures routières,false,false,false,false,false,false,false,false,false,true
inondable,false,true,false,false,false,false,false,false,false,false
inondation,true,false,false,false,false,false,false,false,false,false
inondations à répétition,false,true,false,false,false,false,false,false,false,false
insecte,true,false,false,false,false,false,false,false,false,false
insecte pollinisateur,false,true,false,false,false,false,false,false,false,false
insectes auxiliaires,true,false,false,false,false,false,false,false,false,false
insécurité alimentaire,false,true,false,false,false,false,false,false,false,false
insuffisance climatique,false,false,false,false,false,false,false,true,false,false
intégrité écologique,false,true,false,false,false,false,false,false,false,false
intensification du cycle de l’eau,false,true,false,false,false,false,false,false,false,false
interaction avec le vivant,false,false,false,false,false,false,false,false,true,false
intercités,false,false,false,false,false,true,false,false,true,false
interdiction de pêcher,false,false,false,false,false,true,true,false,false,true
interdiction des pesticides,false,false,false,false,false,false,false,false,false,true
interdiction du chalutage,false,false,false,false,false,false,true,false,false,false
interdire le chalutage,false,false,false,false,false,false,true,false,false,false
intérêt environnemental,false,false,false,false,false,false,true,false,true,true
intrant chimique,false,false,false,false,false,false,true,false,false,false
intrants,false,false,false,false,false,false,true,false,false,false
invendus,false,false,false,false,false,true,true,false,false,false
ipbes,false,false,false,false,false,true,true,false,false,true
irrigation,false,true,false,false,false,false,false,false,false,false
isard,false,true,false,false,false,false,false,false,false,false
isf climatique,false,false,false,true,false,false,false,false,false,false
isolation,false,false,false,false,false,false,false,true,false,false
isolation par l'extérieur,false,false,false,false,false,false,false,true,false,false
isolation thermique,false,false,false,false,false,false,false,true,false,false
isoler la façade,false,false,true,false,false,false,false,false,true,false
isoler les fenêtres,true,false,false,false,false,false,false,false,false,false
izard,true,false,false,false,false,false,false,false,false,false
jachère,false,false,true,false,false,false,false,false,false,false
jamais un tel phénomène,false,true,false,false,false,false,false,false,false,false
jardin,false,false,false,false,false,false,false,false,true,false
jardin partagé,false,false,false,false,false,false,false,true,false,false
jeter,false,false,false,false,false,false,false,false,true,false
jeter moins,false,false,false,true,false,false,false,false,false,false
jour du dépassement,true,false,false,false,false,false,false,false,false,false
jour le plus chaud,true,false,false,false,false,false,false,false,false,false
journée de la biodiversité,true,false,false,false,false,false,false,false,false,false
journée de la terre,true,false,false,false,false,false,false,false,false,false
journée internationale de la biodiversité,false,true,false,false,false,false,false,false,false,false
journée mondiale de l'océan,false,true,false,false,false,false,false,false,false,false
journée mondiale de la diversité biologique,false,false,true,false,false,false,true,false,false,false
journée mondiale de la vie sauvage,false,false,true,false,false,false,true,false,false,true
journée mondiale des océans,false,false,false,false,false,false,false,false,false,true
kérosène,false,false,false,false,false,false,false,false,true,false
l'eau est monté,false,false,true,false,false,false,false,true,false,false
l'eau qui est monté,false,false,false,false,false,false,false,false,true,false
l'été le plus chaud,false,false,false,false,false,false,false,false,false,true
l'hiver le plus chaud,false,false,false,false,true,true,false,false,false,false
l'hiver le plus sec,false,false,false,false,true,true,false,false,false,false
la planète se réchauffe,false,false,false,false,true,true,false,false,false,false
la roya,false,false,false,false,true,false,false,false,false,false
label ab,false,false,false,false,true,true,false,false,false,false
label bio,false,false,false,false,false,false,false,false,true,false
label éco,false,false,true,false,false,false,false,false,true,false
label écologique,false,true,false,false,false,false,false,false,false,false
label hve,false,false,false,false,false,false,false,false,true,false
lac,true,false,false,false,false,false,false,false,false,false
le climat du futur,false,false,false,false,false,false,false,false,false,true
le vivant,false,false,false,false,false,false,false,false,false,true
leasing électrique,false,true,false,false,false,false,false,false,false,false
leasing social,false,true,false,false,false,false,false,false,false,false
les eaux se réchauffent,false,false,false,false,false,false,false,false,true,false
les eaux sont montées,false,false,false,false,false,true,false,false,true,true
les soulèvements de la terre,false,false,false,false,false,true,false,false,true,true
libre évolution,true,false,false,false,false,false,false,false,false,false
lien au vivant ,false,false,false,false,false,false,false,true,true,false
lien avec le vivant,true,false,false,false,false,false,false,false,false,false
lieu de ponte,false,false,false,false,false,false,false,false,true,false
ligne tgv,false,false,false,false,false,false,false,false,true,false
lignite,false,false,false,false,false,false,false,true,true,false
ligue de protection des oiseaux,false,false,false,true,false,true,false,false,false,false
ligue pour la protection des oiseaux,false,false,false,false,false,false,false,true,false,false
limiter l’érosion des côtes,false,false,false,false,false,false,false,true,false,false
limiter la hausse des températures,false,true,false,false,false,false,false,false,false,false
limiter la production,false,true,false,false,false,false,false,false,false,false
limiter les émissions de carbone,false,false,false,false,false,false,false,true,false,false
limites planétaires,false,true,false,false,false,false,false,false,false,false
liste rouge de l'uicn,false,true,false,false,false,false,false,false,false,false
liste rouge mondiale des espèces menacées,false,false,true,false,false,false,false,false,false,false
lithium ,false,false,true,false,false,false,false,false,false,true
littoral,false,true,false,false,false,false,false,false,false,false
logement mal isolé,false,true,false,false,false,false,false,false,false,false
loup,false,false,true,false,false,false,false,false,true,false
lpo,false,false,false,false,false,false,false,true,true,false
lutte biologique,false,true,false,false,false,false,false,false,false,false
lutte contre l'érosion,false,false,false,false,false,false,false,false,true,false
lutte contre la déforestation,false,false,false,true,false,true,false,false,false,false
lutte contre la pollution ,false,false,false,false,true,false,false,false,false,true
lutte contre le gaspillage,false,false,false,false,false,false,false,true,false,false
lutte contre le gaspillage alimentaire,false,false,false,false,false,false,false,true,false,false
lutte contre le gaspillage d’eau,false,false,true,false,false,false,false,false,true,false
lutte contre le gaspillage énergétique,false,false,true,false,false,false,false,false,true,false
lutter contre l’érosion,false,false,false,false,false,false,false,false,true,false
lutter contre la déforestation,true,false,false,false,false,false,false,false,false,false
lutter contre la pollution,false,false,false,false,false,false,false,false,true,false
lynx,false,false,false,false,false,false,false,false,true,false
ma prime rénov,false,false,false,true,false,false,false,false,false,false
macro déchet plastique,false,false,false,false,false,true,false,false,false,false
made in france,false,false,false,false,false,false,false,false,true,false
maison autonome,true,false,false,false,false,false,false,false,false,false
maison passive,false,false,false,false,false,false,false,false,true,false
maîtrise de la demande,false,true,false,false,false,false,false,false,false,false
maladaptation,true,false,false,false,false,false,false,false,false,false
malade,false,true,false,false,false,false,false,false,false,false
maladie,false,true,false,false,false,false,false,false,false,false
maladies infectieuses,false,false,false,false,false,false,false,false,true,false
maladies transmises par des insectes,false,false,false,false,false,false,false,false,true,false
malbouffe,true,false,false,false,false,false,false,false,false,false
malle adaptation,false,false,false,false,false,false,false,true,true,false
malus écologique,false,false,false,false,true,false,false,false,false,false
mammifère,false,false,false,false,false,false,false,false,true,false
mammifère échoué,false,false,false,false,false,false,false,false,true,false
mammifère marin,true,false,false,false,false,false,false,false,false,false
mammifère terrestre,true,false,false,false,false,false,false,false,false,false
manganèse,true,false,false,false,false,false,false,false,false,false
manger bio,true,false,false,false,false,false,false,false,false,false
manger mieux,false,false,false,false,false,false,false,false,false,true
mangrove,false,false,true,false,false,false,false,false,false,true
manifestation pour le climat,false,false,false,false,false,false,false,true,false,true
manipuler la terre,false,true,false,false,false,false,false,false,false,false
manque d'eau,false,false,true,false,false,false,false,true,true,false
manque d’eau,true,false,false,false,false,false,false,false,false,false
manquer d'eau,true,false,false,false,false,false,false,false,false,false
maprimerénov,false,false,false,false,false,false,false,false,true,false
marais,false,false,false,false,true,true,false,false,false,false
marche à pied,false,false,false,false,false,false,true,false,false,true
marche du siècle,false,false,false,false,false,false,true,false,false,false
marche pour le climat,false,false,false,false,true,true,false,false,false,false
mare,false,false,false,false,true,true,false,false,false,false
marécage,false,false,false,false,false,false,false,false,false,true
marée noire,false,true,false,false,false,false,false,false,false,false
marmotte,false,true,false,false,false,false,false,false,false,false
massacre des terres,false,true,false,false,false,false,false,false,false,false
matériau isolant,false,true,false,false,false,false,false,false,false,false
matériaux biosourcés,false,false,false,false,false,false,false,false,true,false
matériaux isolants,false,false,true,false,false,false,true,false,false,false
matériaux plus vertueux,false,true,false,false,false,false,false,false,false,false
matériaux polluants,false,false,false,true,false,false,false,false,false,true
matériaux recyclables,false,false,false,false,false,false,false,false,true,false
matériaux recyclés,false,false,false,false,false,false,false,false,true,false
matière critique,false,false,false,false,false,false,false,false,true,false
matière première,false,false,false,false,false,false,false,false,true,false
mauvaise gestion,false,false,false,false,false,false,false,false,false,true
mauvaise nouvelle pour la planète,false,false,true,false,false,false,false,false,false,true
mauvaise nouvelle pour le climat,false,false,true,false,false,false,false,false,false,false
mauvaise santé des sols,false,false,false,false,false,false,false,true,true,false
mega bassine,false,false,false,false,false,true,false,false,true,false
méga bassine ,false,false,true,false,false,false,false,false,true,false
méga-camions,false,false,false,false,false,false,false,true,false,false
méga-orage,false,false,false,false,false,false,false,true,false,false
mégot,false,false,false,false,false,false,false,true,false,false
menacées de disparition,false,false,false,false,true,true,false,false,false,false
mer,false,false,false,false,false,false,false,true,true,false
mésange,false,false,false,true,false,false,false,false,false,false
mesure environnementale,false,false,false,false,false,true,false,false,true,true
métabolite,false,false,false,false,false,true,false,false,true,false
métal critique,false,false,false,false,false,false,false,true,true,false
métal rare,false,false,false,false,false,false,false,true,true,false
métaux critiques,false,false,false,false,false,false,false,true,true,false
métaux lourds,false,false,false,false,false,false,false,false,true,false
métaux rares,false,false,true,false,false,false,false,false,true,true
météo des forêts,false,false,false,false,true,false,false,false,false,true
